rent_id,agreement_date,rent_start_date,rent_end_date,terms
1114,12/19/2021,1/13/2022,1/8/2023,Lease agreement for Studio in FL for 12 months. Condition: Fair.
1115,8/30/2022,9/4/2022,3/27/2024,Lease agreement for House in IL for 19 months. Condition: Good.
1116,11/2/2024,11/21/2024,3/11/2027,Lease agreement for House in IL for 28 months. Condition: Fair.
1117,7/18/2024,8/4/2024,12/27/2025,Lease agreement for Apartment in NY for 17 months. Condition: Good.
1118,4/5/2024,5/1/2024,10/23/2025,Lease agreement for Villa in IL for 18 months. Condition: Good.
1119,8/5/2024,8/27/2024,4/19/2026,Lease agreement for Studio in IL for 20 months. Condition: Good.
1120,11/10/2024,11/27/2024,3/22/2026,Lease agreement for Villa in TX for 16 months. Condition: Poor.
1121,3/29/2023,4/16/2023,11/12/2023,Lease agreement for Apartment in CA for 7 months. Condition: Poor.
1122,6/12/2023,7/5/2023,3/26/2025,Lease agreement for House in NY for 21 months. Condition: Good.
1123,6/14/2022,6/21/2022,4/11/2024,Lease agreement for House in FL for 22 months. Condition: Good.
1124,9/4/2024,9/29/2024,7/26/2025,Lease agreement for Villa in FL for 10 months. Condition: Poor.
1125,8/28/2021,9/25/2021,5/12/2024,Lease agreement for Studio in IL for 32 months. Condition: Good.
1126,4/23/2021,5/12/2021,1/2/2023,Lease agreement for Office in IL for 20 months. Condition: Good.
1127,1/16/2024,1/20/2024,3/15/2025,Lease agreement for Apartment in CA for 14 months. Condition: Fair.
1128,1/11/2023,1/29/2023,3/24/2024,Lease agreement for Studio in IL for 14 months. Condition: Fair.
1129,1/14/2024,1/18/2024,12/3/2026,Lease agreement for Apartment in NY for 35 months. Condition: Fair.
1130,3/20/2023,3/30/2023,8/16/2025,Lease agreement for Studio in TX for 29 months. Condition: Good.
1131,6/28/2023,6/29/2023,11/15/2025,Lease agreement for House in FL for 29 months. Condition: Good.
1132,4/17/2022,4/24/2022,12/15/2023,Lease agreement for Studio in FL for 20 months. Condition: Fair.
1133,6/6/2024,6/15/2024,2/10/2025,Lease agreement for Office in IL for 8 months. Condition: Good.
1134,6/18/2022,7/2/2022,1/17/2025,Lease agreement for Studio in CA for 31 months. Condition: Fair.
1135,3/4/2024,3/11/2024,9/7/2024,Lease agreement for House in CA for 6 months. Condition: Fair.
1136,10/17/2024,11/9/2024,5/8/2025,Lease agreement for Villa in TX for 6 months. Condition: Poor.
1137,2/28/2024,3/20/2024,5/14/2025,Lease agreement for Office in IL for 14 months. Condition: Good.
1138,12/24/2023,1/6/2024,5/30/2025,Lease agreement for Apartment in IL for 17 months. Condition: Good.
1139,11/19/2024,12/19/2024,10/5/2027,Lease agreement for Villa in FL for 34 months. Condition: Good.
1140,8/12/2024,8/29/2024,3/22/2026,Lease agreement for Office in TX for 19 months. Condition: Good.
1141,11/17/2021,12/7/2021,6/5/2022,Lease agreement for Apartment in NY for 6 months. Condition: Good.
1142,12/21/2023,12/24/2023,11/8/2026,Lease agreement for Studio in FL for 35 months. Condition: Fair.
1143,12/20/2024,1/1/2025,9/28/2025,Lease agreement for House in NY for 9 months. Condition: Good.
1144,4/12/2024,4/18/2024,12/14/2024,Lease agreement for Studio in FL for 8 months. Condition: Good.
1145,4/22/2024,5/22/2024,11/8/2026,Lease agreement for Apartment in FL for 30 months. Condition: Fair.
1146,12/9/2021,12/28/2021,4/16/2024,Lease agreement for Villa in IL for 28 months. Condition: Fair.
1147,8/4/2024,8/17/2024,7/8/2026,Lease agreement for House in CA for 23 months. Condition: Good.
1148,9/28/2023,10/8/2023,3/26/2026,Lease agreement for House in TX for 30 months. Condition: Good.
1149,6/11/2024,7/1/2024,11/23/2025,Lease agreement for Villa in NY for 17 months. Condition: Fair.
1150,6/13/2023,6/29/2023,9/16/2025,Lease agreement for Apartment in TX for 27 months. Condition: Fair.
1151,6/26/2024,7/5/2024,5/1/2025,Lease agreement for Studio in TX for 10 months. Condition: Good.
1152,5/9/2024,6/1/2024,8/25/2025,Lease agreement for Office in NY for 15 months. Condition: Fair.
1153,11/25/2024,12/24/2024,2/17/2026,Lease agreement for Villa in IL for 14 months. Condition: Good.
1154,12/25/2024,1/4/2025,8/27/2026,Lease agreement for Apartment in IL for 20 months. Condition: Good.
1155,6/5/2023,6/18/2023,8/11/2024,Lease agreement for House in CA for 14 months. Condition: Good.
1156,7/22/2023,8/4/2023,6/19/2026,Lease agreement for Villa in NY for 35 months. Condition: Fair.
1157,6/18/2024,6/20/2024,3/12/2026,Lease agreement for Office in NY for 21 months. Condition: Good.
1158,3/20/2023,3/21/2023,1/4/2026,Lease agreement for Studio in FL for 34 months. Condition: Poor.
1159,12/13/2024,12/22/2024,11/17/2025,Lease agreement for Apartment in CA for 11 months. Condition: Poor.
1160,10/3/2024,10/15/2024,12/4/2026,Lease agreement for Studio in IL for 26 months. Condition: Good.
1161,9/22/2024,10/6/2024,3/25/2027,Lease agreement for House in IL for 30 months. Condition: Poor.
1162,5/9/2024,5/13/2024,10/30/2026,Lease agreement for Villa in IL for 30 months. Condition: Good.
1163,5/9/2024,6/8/2024,6/3/2025,Lease agreement for Villa in NY for 12 months. Condition: Good.
1164,4/8/2023,4/29/2023,12/25/2023,Lease agreement for House in IL for 8 months. Condition: Good.
1165,9/22/2024,9/27/2024,4/20/2026,Lease agreement for Office in NY for 19 months. Condition: Good.
1166,11/19/2024,12/5/2024,8/22/2027,Lease agreement for House in NY for 33 months. Condition: Poor.
1167,1/21/2022,2/12/2022,8/6/2023,Lease agreement for House in CA for 18 months. Condition: Fair.
1168,4/20/2023,5/17/2023,5/11/2024,Lease agreement for Studio in TX for 12 months. Condition: Good.
1169,5/31/2023,6/28/2023,11/19/2024,Lease agreement for Studio in NY for 17 months. Condition: Fair.
1170,4/9/2023,4/30/2023,7/23/2024,Lease agreement for Studio in NY for 15 months. Condition: Fair.
1171,12/27/2024,1/15/2025,9/12/2025,Lease agreement for Villa in FL for 8 months. Condition: Fair.
1172,6/27/2023,7/17/2023,11/3/2025,Lease agreement for House in TX for 28 months. Condition: Good.
1173,5/10/2024,6/3/2024,1/24/2026,Lease agreement for Apartment in NY for 20 months. Condition: Fair.
1174,4/25/2022,5/12/2022,3/2/2024,Lease agreement for Studio in CA for 22 months. Condition: Good.
1175,8/30/2024,9/27/2024,2/19/2026,Lease agreement for Villa in NY for 17 months. Condition: Good.
1176,4/23/2022,5/21/2022,3/6/2025,Lease agreement for Villa in TX for 34 months. Condition: Poor.
1177,7/10/2024,8/2/2024,7/28/2025,Lease agreement for Office in CA for 12 months. Condition: Fair.
1178,7/12/2024,7/23/2024,4/19/2025,Lease agreement for Apartment in IL for 9 months. Condition: Fair.
1179,2/26/2022,3/6/2022,4/30/2023,Lease agreement for Studio in CA for 14 months. Condition: Poor.
1180,5/10/2023,5/21/2023,1/16/2024,Lease agreement for House in CA for 8 months. Condition: Fair.
1181,12/10/2020,1/2/2021,1/27/2022,Lease agreement for Apartment in FL for 13 months. Condition: Good.
1182,5/20/2024,6/9/2024,1/30/2026,Lease agreement for Villa in IL for 20 months. Condition: Fair.
1183,11/15/2023,12/4/2023,12/28/2024,Lease agreement for House in IL for 13 months. Condition: Good.
1184,3/16/2022,4/2/2022,3/22/2024,Lease agreement for Office in CA for 24 months. Condition: Poor.
1185,10/28/2021,10/30/2021,5/23/2023,Lease agreement for House in IL for 19 months. Condition: Good.
1186,6/23/2024,7/20/2024,6/5/2027,Lease agreement for Villa in TX for 35 months. Condition: Fair.
1187,12/13/2022,12/28/2022,11/23/2023,Lease agreement for Studio in IL for 11 months. Condition: Fair.
1188,2/15/2021,3/5/2021,4/29/2022,Lease agreement for House in FL for 14 months. Condition: Fair.
1189,2/28/2024,3/28/2024,4/22/2025,Lease agreement for Office in FL for 13 months. Condition: Fair.
1190,12/8/2023,12/30/2023,11/24/2024,Lease agreement for Apartment in IL for 11 months. Condition: Good.
1191,9/1/2024,9/3/2024,2/20/2027,Lease agreement for Villa in CA for 30 months. Condition: Good.
1192,10/13/2020,10/25/2020,1/13/2023,Lease agreement for Studio in CA for 27 months. Condition: Good.
1193,12/12/2022,12/13/2022,9/28/2025,Lease agreement for Studio in TX for 34 months. Condition: Good.
1194,1/20/2022,1/26/2022,12/11/2024,Lease agreement for House in CA for 35 months. Condition: Good.
1195,11/9/2022,12/9/2022,10/24/2025,Lease agreement for Apartment in IL for 35 months. Condition: Good.
1196,10/21/2023,11/2/2023,12/21/2025,Lease agreement for Villa in IL for 26 months. Condition: Fair.
1197,10/3/2023,10/8/2023,4/25/2026,Lease agreement for Studio in TX for 31 months. Condition: Good.
1198,12/28/2021,1/21/2022,2/15/2023,Lease agreement for Villa in CA for 13 months. Condition: Fair.
1199,6/19/2024,7/11/2024,10/29/2026,Lease agreement for House in FL for 28 months. Condition: Good.
1200,2/28/2024,3/4/2024,11/19/2026,Lease agreement for Studio in IL for 33 months. Condition: Good.
1201,6/11/2024,7/1/2024,8/25/2025,Lease agreement for House in IL for 14 months. Condition: Good.
1202,1/13/2023,2/1/2023,9/23/2024,Lease agreement for Studio in FL for 20 months. Condition: Fair.
1203,1/19/2023,2/11/2023,7/5/2024,Lease agreement for Apartment in FL for 17 months. Condition: Fair.
1204,6/27/2022,6/29/2022,2/13/2025,Lease agreement for Apartment in CA for 32 months. Condition: Fair.
1205,9/30/2021,10/10/2021,7/26/2024,Lease agreement for Office in IL for 34 months. Condition: Fair.
1206,12/14/2022,12/29/2022,11/13/2025,Lease agreement for Apartment in FL for 35 months. Condition: Good.
1207,3/21/2023,4/8/2023,3/28/2025,Lease agreement for Apartment in TX for 24 months. Condition: Good.
1208,10/6/2022,10/19/2022,5/11/2024,Lease agreement for Villa in CA for 19 months. Condition: Good.
1209,2/27/2023,3/14/2023,11/3/2024,Lease agreement for Office in FL for 20 months. Condition: Good.
1210,9/9/2023,10/8/2023,1/25/2026,Lease agreement for Villa in IL for 28 months. Condition: Good.
1211,1/9/2023,1/30/2023,8/22/2024,Lease agreement for Villa in FL for 19 months. Condition: Good.
1212,11/14/2024,11/27/2024,8/14/2027,Lease agreement for Villa in IL for 33 months. Condition: Fair.
1213,7/3/2024,7/21/2024,8/15/2025,Lease agreement for Studio in IL for 13 months. Condition: Good.
1214,12/13/2022,12/26/2022,9/11/2025,Lease agreement for House in NY for 33 months. Condition: Good.
1215,9/7/2021,9/29/2021,7/26/2022,Lease agreement for Office in NY for 10 months. Condition: Good.
1216,11/20/2024,12/4/2024,11/19/2027,Lease agreement for Studio in CA for 36 months. Condition: Poor.
1217,12/3/2024,12/31/2024,12/16/2027,Lease agreement for Apartment in TX for 36 months. Condition: Good.
1218,10/22/2021,11/1/2021,11/26/2022,Lease agreement for Studio in IL for 13 months. Condition: Good.
1219,8/9/2024,9/7/2024,4/5/2025,Lease agreement for House in CA for 7 months. Condition: Good.
1220,12/2/2022,12/27/2022,5/20/2024,Lease agreement for Villa in IL for 17 months. Condition: Good.
1221,12/26/2022,1/20/2023,2/14/2024,Lease agreement for Office in IL for 13 months. Condition: Good.
1222,11/11/2023,12/10/2023,12/4/2024,Lease agreement for Office in IL for 12 months. Condition: Fair.
1223,7/17/2022,8/9/2022,6/29/2024,Lease agreement for Villa in CA for 23 months. Condition: Fair.
1224,10/16/2023,11/11/2023,6/3/2025,Lease agreement for Studio in IL for 19 months. Condition: Good.
1225,3/6/2023,4/1/2023,7/19/2025,Lease agreement for House in FL for 28 months. Condition: Good.
1226,11/5/2021,11/25/2021,9/16/2023,Lease agreement for Office in FL for 22 months. Condition: Fair.
1227,12/14/2024,1/11/2025,6/30/2027,Lease agreement for Studio in IL for 30 months. Condition: Good.
1228,2/10/2024,2/13/2024,10/5/2025,Lease agreement for Villa in NY for 20 months. Condition: Fair.
1229,2/6/2023,2/17/2023,8/10/2024,Lease agreement for Studio in FL for 18 months. Condition: Good.
1230,12/29/2024,1/26/2025,9/18/2026,Lease agreement for Apartment in IL for 20 months. Condition: Good.
1231,11/19/2023,11/29/2023,1/22/2025,Lease agreement for Office in CA for 14 months. Condition: Fair.
1232,12/19/2024,1/13/2025,7/2/2027,Lease agreement for Apartment in TX for 30 months. Condition: Good.
1233,3/30/2022,4/21/2022,12/12/2023,Lease agreement for Apartment in NY for 20 months. Condition: Good.
1234,9/14/2024,9/19/2024,11/13/2025,Lease agreement for House in NY for 14 months. Condition: Good.
1235,8/6/2024,8/24/2024,2/20/2025,Lease agreement for Villa in FL for 6 months. Condition: Good.
1236,5/4/2024,5/9/2024,8/2/2025,Lease agreement for Office in IL for 15 months. Condition: Good.
1237,9/16/2021,10/16/2021,4/14/2022,Lease agreement for Apartment in FL for 6 months. Condition: Fair.
1238,7/13/2023,7/17/2023,4/12/2024,Lease agreement for House in CA for 9 months. Condition: Fair.
1239,7/1/2022,7/12/2022,5/8/2023,Lease agreement for Studio in TX for 10 months. Condition: Good.
1240,11/30/2022,12/3/2022,9/29/2023,Lease agreement for Apartment in TX for 10 months. Condition: Good.
1241,5/29/2022,6/17/2022,4/13/2023,Lease agreement for Apartment in CA for 10 months. Condition: Fair.
1242,10/11/2024,10/30/2024,11/19/2026,Lease agreement for Studio in CA for 25 months. Condition: Good.
1243,12/15/2024,1/12/2025,7/1/2027,Lease agreement for Studio in NY for 30 months. Condition: Fair.
1244,6/17/2022,7/13/2022,12/5/2023,Lease agreement for Studio in FL for 17 months. Condition: Good.
1245,1/18/2023,2/10/2023,8/3/2024,Lease agreement for Office in IL for 18 months. Condition: Fair.
1246,12/18/2021,12/21/2021,5/15/2023,Lease agreement for Studio in FL for 17 months. Condition: Good.
1247,12/25/2024,1/16/2025,3/12/2026,Lease agreement for Studio in NY for 14 months. Condition: Poor.
1248,6/20/2023,6/23/2023,11/9/2025,Lease agreement for Apartment in NY for 29 months. Condition: Fair.
1249,6/8/2022,7/1/2022,7/26/2023,Lease agreement for Apartment in CA for 13 months. Condition: Good.
1250,12/19/2024,1/16/2025,7/10/2026,Lease agreement for Villa in CA for 18 months. Condition: Good.
1251,10/18/2022,11/14/2022,11/3/2024,Lease agreement for Office in NY for 24 months. Condition: Good.
1252,10/20/2023,11/9/2023,5/27/2026,Lease agreement for Apartment in NY for 31 months. Condition: Good.
1253,2/23/2021,3/22/2021,9/13/2022,Lease agreement for Apartment in NY for 18 months. Condition: Fair.
1254,9/16/2024,9/19/2024,11/13/2025,Lease agreement for Office in NY for 14 months. Condition: Fair.
1255,10/31/2024,11/26/2024,2/19/2026,Lease agreement for Apartment in CA for 15 months. Condition: Fair.
1256,11/14/2024,12/5/2024,7/3/2025,Lease agreement for Villa in NY for 7 months. Condition: Good.
1257,5/12/2024,6/8/2024,4/24/2027,Lease agreement for Office in CA for 35 months. Condition: Good.
1258,11/25/2024,12/21/2024,7/9/2027,Lease agreement for Villa in NY for 31 months. Condition: Good.
1259,12/5/2023,12/8/2023,10/28/2025,Lease agreement for Office in IL for 23 months. Condition: Good.
1260,7/6/2023,7/25/2023,5/10/2026,Lease agreement for Office in CA for 34 months. Condition: Poor.
1261,8/29/2022,8/30/2022,12/17/2024,Lease agreement for Villa in NY for 28 months. Condition: Good.
1262,12/25/2024,1/18/2025,7/17/2025,Lease agreement for Apartment in FL for 6 months. Condition: Good.
1263,10/3/2024,10/8/2024,2/25/2027,Lease agreement for Apartment in TX for 29 months. Condition: Fair.
1264,5/5/2023,5/21/2023,4/10/2025,Lease agreement for Office in CA for 23 months. Condition: Good.
1265,2/8/2022,3/3/2022,8/19/2024,Lease agreement for Office in IL for 30 months. Condition: Fair.
1266,3/8/2021,4/5/2021,12/31/2021,Lease agreement for Apartment in NY for 9 months. Condition: Fair.
1267,6/1/2024,6/20/2024,7/10/2026,Lease agreement for House in NY for 25 months. Condition: Fair.
1268,6/15/2021,6/27/2021,7/17/2023,Lease agreement for House in IL for 25 months. Condition: Good.
1269,9/15/2024,9/20/2024,1/8/2027,Lease agreement for Studio in IL for 28 months. Condition: Good.
1270,11/12/2022,11/27/2022,9/17/2024,Lease agreement for Apartment in CA for 22 months. Condition: Poor.
1271,5/20/2023,5/24/2023,8/16/2024,Lease agreement for Apartment in FL for 15 months. Condition: Good.
1272,6/14/2022,6/17/2022,9/10/2023,Lease agreement for Apartment in TX for 15 months. Condition: Fair.
1273,4/10/2023,5/8/2023,3/3/2024,Lease agreement for Villa in CA for 10 months. Condition: Good.
1274,10/23/2024,11/10/2024,1/4/2026,Lease agreement for Office in FL for 14 months. Condition: Poor.
1275,7/16/2024,7/25/2024,8/14/2026,Lease agreement for House in CA for 25 months. Condition: Poor.
1276,12/10/2024,12/12/2024,1/31/2027,Lease agreement for Villa in TX for 26 months. Condition: Good.
1277,4/30/2024,5/1/2024,7/25/2025,Lease agreement for House in CA for 15 months. Condition: Good.
1278,6/13/2023,6/17/2023,9/9/2024,Lease agreement for House in NY for 15 months. Condition: Fair.
1279,12/6/2020,12/26/2020,11/21/2021,Lease agreement for Villa in FL for 11 months. Condition: Good.
1280,12/20/2021,12/24/2021,12/8/2024,Lease agreement for Studio in TX for 36 months. Condition: Good.
1281,9/12/2023,9/18/2023,5/10/2025,Lease agreement for Studio in IL for 20 months. Condition: Good.
1282,12/12/2024,1/8/2025,11/4/2025,Lease agreement for House in FL for 10 months. Condition: Good.
1283,12/10/2024,1/7/2025,2/26/2027,Lease agreement for Studio in IL for 26 months. Condition: Good.
1284,4/11/2024,4/21/2024,11/17/2024,Lease agreement for Studio in TX for 7 months. Condition: Fair.
1285,11/21/2024,11/29/2024,1/23/2026,Lease agreement for Studio in FL for 14 months. Condition: Fair.
1286,8/11/2022,8/17/2022,11/10/2023,Lease agreement for Studio in CA for 15 months. Condition: Good.
1287,9/15/2024,9/27/2024,3/16/2027,Lease agreement for Studio in TX for 30 months. Condition: Fair.
1288,10/25/2024,11/5/2024,3/30/2026,Lease agreement for Villa in TX for 17 months. Condition: Good.
1289,5/2/2023,5/23/2023,8/10/2025,Lease agreement for Villa in IL for 27 months. Condition: Good.
1290,12/2/2021,12/6/2021,12/31/2022,Lease agreement for Villa in IL for 13 months. Condition: Good.
1291,10/28/2024,11/17/2024,8/9/2026,Lease agreement for Villa in IL for 21 months. Condition: Good.
1292,7/15/2021,7/28/2021,12/15/2023,Lease agreement for Villa in CA for 29 months. Condition: Good.
1293,10/27/2024,10/30/2024,8/21/2026,Lease agreement for Villa in NY for 22 months. Condition: Good.
1294,9/12/2024,10/7/2024,1/30/2026,Lease agreement for Office in CA for 16 months. Condition: Good.
1295,11/7/2024,11/28/2024,7/16/2027,Lease agreement for Studio in CA for 32 months. Condition: Good.
1296,9/22/2024,10/2/2024,9/17/2027,Lease agreement for Villa in NY for 36 months. Condition: Good.
1297,12/31/2023,1/5/2024,10/1/2024,Lease agreement for Apartment in CA for 9 months. Condition: Good.
1298,5/21/2024,6/7/2024,5/3/2025,Lease agreement for Villa in CA for 11 months. Condition: Good.
1299,10/21/2020,11/10/2020,8/7/2021,Lease agreement for Apartment in TX for 9 months. Condition: Poor.
1300,4/2/2022,4/29/2022,8/22/2023,Lease agreement for Office in CA for 16 months. Condition: Good.
1301,10/7/2023,10/12/2023,4/9/2024,Lease agreement for Studio in IL for 6 months. Condition: Good.
1302,7/13/2024,7/30/2024,1/16/2027,Lease agreement for Villa in IL for 30 months. Condition: Fair.
1303,5/16/2022,5/18/2022,8/5/2024,Lease agreement for House in FL for 27 months. Condition: Fair.
1304,2/4/2024,2/16/2024,12/2/2026,Lease agreement for Studio in IL for 34 months. Condition: Good.
1305,11/14/2024,12/1/2024,10/22/2026,Lease agreement for House in NY for 23 months. Condition: Good.
1306,12/20/2024,12/29/2024,10/20/2026,Lease agreement for Studio in NY for 22 months. Condition: Poor.
1307,11/30/2024,12/12/2024,10/3/2026,Lease agreement for Villa in TX for 22 months. Condition: Good.
1308,6/21/2023,7/1/2023,2/26/2024,Lease agreement for House in NY for 8 months. Condition: Fair.
1309,3/3/2024,4/2/2024,6/26/2025,Lease agreement for House in CA for 15 months. Condition: Fair.
1310,5/1/2024,5/26/2024,4/16/2026,Lease agreement for Studio in FL for 23 months. Condition: Poor.
1311,3/27/2023,4/7/2023,3/22/2026,Lease agreement for Apartment in FL for 36 months. Condition: Good.
1312,2/24/2023,3/19/2023,9/9/2024,Lease agreement for Office in CA for 18 months. Condition: Good.
1313,4/15/2022,4/26/2022,9/18/2023,Lease agreement for Office in IL for 17 months. Condition: Poor.
1314,5/25/2023,6/24/2023,3/10/2026,Lease agreement for Studio in CA for 33 months. Condition: Good.
1315,11/10/2021,12/2/2021,10/17/2024,Lease agreement for Office in FL for 35 months. Condition: Fair.
1316,12/23/2021,1/9/2022,3/29/2024,Lease agreement for Apartment in TX for 27 months. Condition: Fair.
1317,9/28/2023,10/22/2023,11/10/2025,Lease agreement for House in TX for 25 months. Condition: Fair.
1318,3/16/2024,3/30/2024,10/26/2024,Lease agreement for Apartment in IL for 7 months. Condition: Good.
1319,12/15/2024,12/16/2024,5/5/2027,Lease agreement for Office in IL for 29 months. Condition: Poor.
1320,8/30/2022,9/19/2022,10/14/2023,Lease agreement for Office in FL for 13 months. Condition: Good.
1321,12/30/2024,1/24/2025,3/15/2027,Lease agreement for Studio in TX for 26 months. Condition: Good.
1322,11/18/2024,12/6/2024,12/1/2025,Lease agreement for House in TX for 12 months. Condition: Fair.
1323,7/15/2022,8/14/2022,6/4/2024,Lease agreement for Office in IL for 22 months. Condition: Poor.
1324,5/29/2024,5/30/2024,10/17/2026,Lease agreement for Office in NY for 29 months. Condition: Good.
1325,8/22/2024,9/10/2024,10/30/2026,Lease agreement for Office in FL for 26 months. Condition: Good.
1326,12/30/2024,1/9/2025,10/1/2026,Lease agreement for Apartment in FL for 21 months. Condition: Good.
1327,11/14/2024,12/4/2024,2/27/2026,Lease agreement for Studio in TX for 15 months. Condition: Fair.
1328,6/27/2024,7/6/2024,2/1/2025,Lease agreement for Office in FL for 7 months. Condition: Good.
1329,6/29/2024,7/27/2024,6/17/2026,Lease agreement for Apartment in FL for 23 months. Condition: Good.
1330,1/5/2024,1/26/2024,11/11/2026,Lease agreement for House in NY for 34 months. Condition: Good.
1331,7/29/2020,8/1/2020,7/22/2022,Lease agreement for House in IL for 24 months. Condition: Good.
1332,5/4/2023,5/28/2023,12/13/2025,Lease agreement for Villa in FL for 31 months. Condition: Good.
1333,12/24/2021,12/28/2021,7/21/2023,Lease agreement for Studio in FL for 19 months. Condition: Good.
1334,4/29/2022,5/4/2022,2/28/2023,Lease agreement for House in FL for 10 months. Condition: Good.
1335,1/3/2024,1/8/2024,11/28/2025,Lease agreement for Office in IL for 23 months. Condition: Good.
1336,1/18/2021,2/2/2021,6/22/2023,Lease agreement for Villa in TX for 29 months. Condition: Good.
1337,12/8/2023,12/21/2023,8/12/2025,Lease agreement for Villa in CA for 20 months. Condition: Good.
1338,8/10/2023,8/21/2023,2/17/2024,Lease agreement for Studio in NY for 6 months. Condition: Fair.
1339,3/29/2020,4/28/2020,10/20/2021,Lease agreement for Studio in IL for 18 months. Condition: Fair.
1340,8/8/2022,8/12/2022,2/3/2024,Lease agreement for Villa in IL for 18 months. Condition: Good.
1341,9/1/2024,9/16/2024,10/6/2026,Lease agreement for Villa in CA for 25 months. Condition: Poor.
1342,7/13/2023,8/11/2023,1/2/2025,Lease agreement for Villa in IL for 17 months. Condition: Good.
1343,12/23/2023,12/30/2023,7/17/2026,Lease agreement for Office in IL for 31 months. Condition: Fair.
1344,10/1/2024,10/16/2024,9/6/2026,Lease agreement for Studio in CA for 23 months. Condition: Fair.
1345,2/17/2023,2/23/2023,8/22/2023,Lease agreement for Villa in NY for 6 months. Condition: Good.
1346,3/20/2023,4/2/2023,2/26/2024,Lease agreement for Studio in NY for 11 months. Condition: Good.
1347,10/11/2024,10/31/2024,9/26/2025,Lease agreement for Studio in TX for 11 months. Condition: Good.
1348,6/24/2024,7/4/2024,6/29/2025,Lease agreement for Studio in NY for 12 months. Condition: Good.
1349,1/20/2024,1/23/2024,8/15/2025,Lease agreement for Apartment in NY for 19 months. Condition: Fair.
1350,6/22/2023,7/6/2023,4/26/2025,Lease agreement for Office in NY for 22 months. Condition: Fair.
1351,4/22/2024,5/15/2024,10/7/2025,Lease agreement for House in CA for 17 months. Condition: Good.
1352,6/28/2023,7/17/2023,7/1/2026,Lease agreement for Office in TX for 36 months. Condition: Fair.
1353,7/8/2021,7/12/2021,12/29/2023,Lease agreement for Villa in IL for 30 months. Condition: Fair.
1354,8/4/2024,8/23/2024,7/14/2026,Lease agreement for House in CA for 23 months. Condition: Good.
1355,7/31/2023,8/27/2023,5/23/2024,Lease agreement for House in IL for 9 months. Condition: Good.
